id,name,label,address,add_time,cc_email,owner_id,company_id,first_char,owner_name,picture_id,visible_to,active_flag,category_id,delete_time,files_count,notes_count,update_time,country_code,people_count,address_route,address_country,followers_count,won_deals_count,activities_count,address_locality,last_activity_id,lost_deals_count,next_activity_id,open_deals_count,address_subpremise,closed_deals_count,last_activity_date,next_activity_date,next_activity_time,address_postal_code,address_sublocality,email_messages_count,address_street_number,done_activities_count,related_won_deals_count,undone_activities_count,related_lost_deals_count,related_open_deals_count,address_formatted_address,address_admin_area_level_1,address_admin_area_level_2,related_closed_deals_count
596,Nuloch Resources Inc.,,"2200, 444 - 5th Avenue SW  Calgary, AB T2P 2T8 Canada",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,n,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,5 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 2T8,,0,444,0,0,0,0,0,"444 5 Ave SW, Calgary, AB T2P 2T8, Canada",Alberta,Division No. 6,0
597,Orlen Upstream Canada,,,2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,o,Rich Pulles,,3,True,,,29,16,2023-12-08 13:54:48,,17,,,3,0,197,,29164.0,0,15975.0,0,,0,2020-08-11,2018-11-15,,,,1565,,188,0,9,0,0,,,,0
598,Gain Energy Inc.,,"3000, 520 - 3rd Ave SW  Calgary, AB T2P 0R3 ",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 10028912, ""name"": ""Chris Miller"", ""email"": ""cmiller@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9583e72161a78534948d9bfed3ea5c04"", ""active_flag"": false, ""value"": 10028912}",549622,g,Chris Miller,,3,True,,,7,3,2023-12-08 13:54:31,,3,3 Avenue Southwest,Canada,2,0,28,Calgary,17906.0,0,,0,,0,2019-01-17,,,T2P 0R6,,3,520,28,0,0,0,0,"520 3 Ave SW, Calgary, AB T2P 0R6, Canada",Alberta,Division No. 6,0
599,"Online Energy, Inc.",,"1200-707, 7th Ave SW  Calgary, AB T2P-3H6 ",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,o,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,7 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 0Z3,,0,707,0,0,0,0,0,"707 7 Ave SW, Calgary, AB T2P 0Z3, Canada",Alberta,Division No. 6,0
600,OpenField Resources Ltd.,,"810, 396-11th Ave. SW  Calgary, AB T2R 0C5 Canada",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,o,John McTavish,,3,True,,,0,0,2022-01-04 16:03:28,,0,11 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,,,0,396,0,0,0,0,0,"396 11 Ave SW, Calgary, AB T2R, Canada",Alberta,Division No. 6,0
601,Pace Oil & Gas LTD,,"1700, 250 - 2nd St. SW  Calgary, AB T2P 0C1 Canada",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,2 Street Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 0C1,,0,250,0,0,0,0,0,"250 2 St SW, Calgary, AB T2P 0C1, Canada",Alberta,Division No. 6,0
602,PTAC Petroleum Technology,,"Alliance Canada 400  500  5th Ave SW Calgary, AB T2P 3L5 ",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 3L5,,0,,0,0,0,0,0,"Calgary, AB T2P 3L5, Canada",Alberta,Division No. 6,0
603,Painted Pony Petroleum LTD.,,"1800 - 736 6th Ave SW  Calgary, AB T2P 3T7 Canada",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 10028912, ""name"": ""Chris Miller"", ""email"": ""cmiller@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9583e72161a78534948d9bfed3ea5c04"", ""active_flag"": false, ""value"": 10028912}",549622,p,Chris Miller,,3,True,,,0,3,2023-12-08 13:54:31,,4,,,4,0,47,,12466.0,0,,0,,0,2019-05-09,,,,,5,,47,0,0,0,0,,,,0
605,Parkvalley Consulting LTD,,"1640, 700 4th Ave SW  Calgary, AB T2P 3J4 ",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
606,Paradise Petroleum,,"10801 Bonadaventure Dr SE Calgary, AB T2J 6Z8 ,   ",2016-05-19 17:18:29,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
607,Passport Energy Ltd,,"420, 600-6th Ave SW  Calgary, AB T2P  0S5 ",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,6 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 0S4,,0,600,0,0,0,0,0,"600 6 Ave SW, Calgary, AB T2P 0S4, Canada",Alberta,Division No. 6,0
608,Pengrowth Energy Corporation,,"2100, 222 - 3rd Ave SW  Calgary, AB T2P  0B4 ",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417395, ""name"": ""Calvin Ross"", ""email"": ""calvin@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a751d34f863a47653e71de684ed85395"", ""active_flag"": false, ""value"": 1417395}",549622,p,Calvin Ross,,3,True,,,0,0,2017-01-19 23:59:04,,1,3 Avenue Southwest,Canada,1,0,1,Calgary,4056.0,0,,0,,0,2017-01-18,,,T2P 0B4,,0,222,1,0,0,0,0,"South Tower, 222 3 Ave SW, Calgary, AB T2P 0B4, Canada",Alberta,Division No. 6,0
609,Penn West Petroleum,,"#200 207-9 Ave SW  Calgary, AB T2P 1K3 Canada",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 792646, ""name"": ""Darcy Fairbrother"", ""email"": ""darcy@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9fc32bec868c01743496e66185b01ab1"", ""active_flag"": false, ""value"": 792646}",549622,p,Darcy Fairbrother,,3,True,,,22,3,2022-01-04 16:04:24,,3,9 Avenue Southwest,Canada,2,0,23,Calgary,6302.0,0,,0,200,0,2017-05-19,,,T2P 1K3,,0,207,23,0,0,0,0,"207 9 Ave SW #200, Calgary, AB T2P 1K3, Canada",Alberta,Division No. 6,0
610,Petro Bakken Energy Ltd.,,"Suite 2800, 525 Ave SW  Calgary, AB T2P 1G1 Canada",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,Bow Trail Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,,,0,,0,0,0,0,0,"Bow Trail SW, Calgary, AB T2P, Canada",Alberta,Division No. 6,0
611,Perpetual Energy,,"3200, 605-5th Ave. SW  Calgary, AB T2P 3H5 Canada",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 792646, ""name"": ""Darcy Fairbrother"", ""email"": ""darcy@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9fc32bec868c01743496e66185b01ab1"", ""active_flag"": false, ""value"": 792646}",549622,p,Darcy Fairbrother,,3,True,,,4,1,2022-01-04 16:03:55,,1,,,3,0,14,,28622.0,0,,0,,0,2020-06-10,,,,,5,,14,0,0,0,0,,,,0
612,Petro One Energy Corp,,"c/o Codeco Energy Group Unit 200, 717 - 7th Ave SW Calgary, AB T2P 0Z3 ",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,7 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 3H6,,0,717,0,0,0,0,0,"717 7 Ave SW, Calgary, AB T2P 3H6, Canada",Alberta,Division No. 6,0
613,PetroSands Resources Canada,,"1000, 744 4th Ave SW Calgary, AB T2P 3T4 ,   ",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
614,Petrus Resources,,"2400, 240 - 4th Ave SW  Calgary, AB T2P 4H4 ",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,p,Rich Pulles,,3,True,,,2,4,2023-12-08 13:54:32,,3,,,2,0,76,,21823.0,0,27932.0,0,,0,2020-06-08,2020-08-17,,,,249,,74,0,2,0,0,,,,0
616,"Pinecrest Energy, Inc",,"Suite 500, 255-5th Ave, S.W.  Calgary, AB T2P 3G6 Canada",2016-05-19 17:18:30,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
617,Polar Star Canadian,," 1900, 700 - 4th Ave SW Calgary, AB T2P 3J4 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 792646, ""name"": ""Darcy Fairbrother"", ""email"": ""darcy@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9fc32bec868c01743496e66185b01ab1"", ""active_flag"": false, ""value"": 792646}",549622,p,Darcy Fairbrother,,3,True,,,0,1,2022-01-04 16:03:49,,1,,,2,0,15,,11845.0,0,,0,,0,2018-07-04,,,,,0,,15,0,0,0,0,,,,0
618,Powder Mountain Energy LTD,,"300, 600 - 6th Ave SW  Calgary, AB T2P  0S5 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,p,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,6 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 0S4,,0,600,0,0,0,0,0,"600 6 Ave SW, Calgary, AB T2P 0S4, Canada",Alberta,Division No. 6,0
619,Petronas,,,2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 792646, ""name"": ""Darcy Fairbrother"", ""email"": ""darcy@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9fc32bec868c01743496e66185b01ab1"", ""active_flag"": false, ""value"": 792646}",549622,p,Darcy Fairbrother,,3,True,,,0,4,2023-12-08 13:54:37,,17,,,3,0,26,,30238.0,0,12884.0,0,,0,2020-08-17,2018-07-05,19:00:00,,,6,,24,0,2,0,0,,,,0
620,Questerre Energy Corp.,,"#1650, 801-6th Ave S. W.  Calgary, AB T2P 3W2 Canada",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,q,Rich Pulles,,3,True,,,0,0,2017-03-24 16:16:43,,1,6 Avenue Southwest,Canada,1,0,1,Calgary,5204.0,0,,0,1650,0,2017-03-21,,,,,0,801,1,0,0,0,0,"801 6 Ave SW #1650, Calgary, AB T2P, Canada",Alberta,Division No. 6,0
622,Red Beds Resources,,"3100-One Lombard Place  Winnepeg, MB R3B 0H3 Canada",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417395, ""name"": ""Calvin Ross"", ""email"": ""calvin@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a751d34f863a47653e71de684ed85395"", ""active_flag"": false, ""value"": 1417395}",549622,r,Calvin Ross,,3,True,,,0,0,2016-05-26 15:13:12,,0,Lombard Avenue,Canada,0,0,0,Winnipeg,,0,,0,,0,,,,R3B 3C2,,0,1,0,0,0,0,0,"1 Lombard Ave, Winnipeg, MB R3B 3C2, Canada",Manitoba,Division No. 11,0
623,Red River Oil,,"600, 521 3rd Ave SW  Calgary, AB  ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,r,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
624,Relative Resources,,"Box 220  Reston, MB R0M 1X0 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417395, ""name"": ""Calvin Ross"", ""email"": ""calvin@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a751d34f863a47653e71de684ed85395"", ""active_flag"": false, ""value"": 1417395}",549622,r,Calvin Ross,,3,True,,,0,0,2016-05-26 15:13:12,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
625,Renegade Petroleum Ltd,,"810, 396-11th Ave SW  Calgary, AB T2R 0C5 Canada",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,r,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
626,Relentless Resources Ltd,,"C/O Magus Engineering 1200-444 5th Ave SW Calgary, AB T2P 2T8 Canada",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,r,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
627,Rife Resources LTD.,,"400-144-4th Ave S.W.  Calgary, AB T2P 3N4 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,r,Jesse Powell,,3,True,,,0,0,2022-01-04 16:03:49,,3,,,3,0,7,,15034.0,0,11256.0,0,,0,2018-09-17,2018-04-03,,,,0,,5,0,2,0,0,,,,0
628,Rock Energy Production Partner,,"2000 530 - 8th Ave SW  Calgary, AB T2P 3S8 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,r,Jesse Powell,,3,True,,,0,0,2016-05-30 21:45:06,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
629,Rifle Shot Oil Corp,,"900, 555 4th Ave SW  Calgary, AB T2P 3E7 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 10028912, ""name"": ""Chris Miller"", ""email"": ""cmiller@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9583e72161a78534948d9bfed3ea5c04"", ""active_flag"": false, ""value"": 10028912}",549622,r,Chris Miller,,3,True,,,5,1,2023-12-08 13:54:57,,4,4 Avenue Southwest,Canada,2,0,22,Calgary,7096.0,0,,0,900,0,2017-07-20,,,T2P 3E7,,24,555,22,0,0,0,0,"555 4 Ave SW #900, Calgary, AB T2P 3E7, Canada",Alberta,Division No. 6,0
630,Rolling Hills Energy Ltd.,23247.0,"Suite 700, 215 - 9 Avenue SW  Calgary, AB T2P 1K3 ",2016-05-19 17:18:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,r,Rich Pulles,,3,True,,,2,5,2023-12-08 13:54:24,,2,,,2,0,56,,28095.0,0,30207.0,0,,0,2020-07-31,2020-10-05,,,,901,,55,0,1,0,0,,,,0
632,Rondo Petroleum Inc,,"#1450, 407-2nd Street SW  Calgary, AB T2P 2Y3 Canada",2016-05-19 17:18:32,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,r,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,2 Street Southwest,Canada,0,0,0,Calgary,,0,,0,1450,0,,,,,,0,407,0,0,0,0,0,"407 2 St SW #1450, Calgary, AB T2P, Canada",Alberta,Division No. 6,0
633,Seaview Energy Inc.,,"#1500,444-5 Avenue SW.  Calgary, AB T2P 2T8 Canada",2016-05-19 17:18:32,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,s,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,5 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,1500,0,,,,T2P 2T8,,0,444,0,0,0,0,0,"444 5 Ave SW #1500, Calgary, AB T2P 2T8, Canada",Alberta,Division No. 6,0
634,"Saguaro Resources, Ltd",,"440  222 - 3rd Ave SW  Calgary, AB T2P 0B4 ",2016-05-19 17:18:32,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,s,Rich Pulles,,3,True,,,16,10,2022-01-04 16:04:10,,3,3 Avenue Southwest,Canada,2,0,79,Calgary,17646.0,0,27913.0,0,,0,2019-02-04,2020-08-24,,T2P 0B4,,31,222,76,0,3,0,0,"South Tower, 222 3 Ave SW, Calgary, AB T2P 0B4, Canada",Alberta,Division No. 6,0
635,Second Wave Petroleum Ltd.,,"#1700, 520 - 5th Ave. S.W.  Calgary, AB T2P 3R7 Canada",2016-05-19 17:18:32,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,s,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,5 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,1700,0,,,,T2P 3R7,,0,520,0,0,0,0,0,"520 5 Ave SW #1700, Calgary, AB T2P 3R7, Canada",Alberta,Division No. 6,0
637,Sekur Energy Management Corp,,"900, 717 - 7th Ave SW  Calgary, AB T2P 0Z3 ",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,s,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,7 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 3H6,,0,717,0,0,0,0,0,"717 7 Ave SW, Calgary, AB T2P 3H6, Canada",Alberta,Division No. 6,0
638,Shorthorn Exploration,,"1110, 910 7th Ave SW  Calgary, AB T2P 3N8 Canada",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,s,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,7 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 3N8,,0,910,0,0,0,0,0,"910 7 Ave SW, Calgary, AB T2P 3N8, Canada",Alberta,Division No. 6,0
639,Shoreline Energy Corp,,"500, 500 - 4th Ave SW  Calgary, AB T2P  2V6 ",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,s,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,4 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 2V6,,0,500,0,0,0,0,0,"500 4 Ave SW, Calgary, AB T2P 2V6, Canada",Alberta,Division No. 6,0
640,Shale Petroleum LTD.,,"800, 706 - 7 Ave SW  Calgary, AB T2P 0Z1 ",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417395, ""name"": ""Calvin Ross"", ""email"": ""calvin@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a751d34f863a47653e71de684ed85395"", ""active_flag"": false, ""value"": 1417395}",549622,s,Calvin Ross,,3,True,,,0,0,2016-05-26 15:13:12,,0,7 Avenue Southwest,Canada,0,0,0,Calgary,,0,,0,,0,,,,T2P 0Z1,,0,706,0,0,0,0,0,"706 7 Ave SW, Calgary, AB T2P 0Z1, Canada",Alberta,Division No. 6,0
641,Seven Generations Energy Ltd,,"2500, 300 - 5 Ave SW  Calgary, AB T2P 3C4 ",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 10028912, ""name"": ""Chris Miller"", ""email"": ""cmiller@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""9583e72161a78534948d9bfed3ea5c04"", ""active_flag"": false, ""value"": 10028912}",549622,s,Chris Miller,,3,True,,,4,8,2023-12-08 13:54:47,,15,5 Avenue Southwest,Canada,3,0,45,Calgary,29112.0,0,,0,101,0,2020-07-20,,,T2P 3C4,,689,300,45,0,0,0,0,"300 5 Ave SW, Calgary, AB T2P 3C4, Canada",Alberta,Division No. 6,0
642,Shell Canada Energy,,"PO Box 2247, Station 100  Calgary, AB T2P 2M6 ",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,s,Jesse Powell,,3,True,,,17,25,2023-12-08 13:54:37,,22,,Canada,2,0,271,Calgary,31651.0,0,4440.0,0,,0,2020-12-15,2017-07-12,,T2P 2M6,,65,,259,0,12,0,0,"Calgary, AB T2P 2M6, Canada",Alberta,Division No. 6,0
643,Silver Spur Resources Ltd,,"Box 996  Weyburn, SK S4H 2L2 Canada",2016-05-19 17:18:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 8226870, ""name"": ""John McTavish"", ""email"": ""jmctavish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""10174fa5601a678e78ce34270f9d1d26"", ""active_flag"": false, ""value"": 8226870}",549622,s,John McTavish,,3,True,,,0,0,2019-03-06 16:53:36,,0,,Canada,0,0,0,Weyburn,,0,,0,,0,,,,S4H 2L2,,0,,0,0,0,0,0,"Weyburn, SK S4H 2L2, Canada",Saskatchewan,Division No. 2,0
